marker_EOI_content_after_num,marker_DQT_num,marker_DHT_num,file_markers_num,marker_DQT_size_max,marker_DHT_size_max,file_size,marker_COM_size_max,marker_APP1_size_max,marker_APP12_size_max
0,2,4,12,67,78,139129,0,0,0
0,2,4,11,67,84,151119,0,0,0
0,2,4,11,67,95,122569,0,0,0
0,2,4,12,67,72,186002,0,0,0
0,2,4,11,67,73,114147,0,0,0
0,2,4,12,67,80,71928,0,0,0
0,2,4,12,67,69,106503,0,0,0
0,2,4,13,67,78,128630,12,0,0
0,2,4,11,67,69,32141,0,0,0
0,2,4,12,67,82,114797,0,0,0
0,2,4,12,67,76,173059,0,0,0
0,2,4,11,67,75,162603,0,0,0
0,2,4,11,67,81,100334,0,0,0
0,2,4,12,67,73,229441,0,0,0
0,2,4,11,67,72,113968,0,0,0
0,2,4,11,67,73,133131,0,0,0
0,2,4,11,67,80,112901,0,0,0
0,2,4,11,67,78,162528,0,0,0
0,2,4,11,67,72,231634,0,0,0
0,2,4,11,67,72,113740,0,0,0
0,2,4,13,67,74,120487,12,0,0
0,2,4,11,67,80,130884,0,0,0
0,2,4,11,67,70,80793,0,0,0
0,2,4,12,67,71,66345,0,0,0
0,2,4,12,67,77,84912,0,0,0
0,2,4,11,67,110,52977,0,0,0
0,2,4,11,67,71,104032,0,0,0
0,2,4,12,67,74,36604,0,0,0
0,2,4,12,67,76,101267,0,0,0
0,2,4,12,67,82,116177,0,0,0
0,2,4,11,67,71,124635,0,0,0
0,2,4,12,67,79,219607,0,0,0
0,2,4,12,67,75,124437,0,0,0
0,2,4,13,67,77,108626,12,0,0
0,2,4,11,67,69,191695,0,0,0
0,2,4,11,67,66,208636,0,0,0
0,2,4,12,67,70,178856,0,0,0
0,2,4,12,67,76,102010,0,0,0
0,2,4,11,67,82,131490,0,0,0
0,2,4,11,67,69,174056,0,0,0
0,2,4,12,67,78,147942,0,0,0
0,2,4,11,67,73,142297,0,0,0
0,2,4,12,67,96,154005,0,0,0
0,2,4,11,67,73,160521,0,0,0
0,2,4,11,67,86,169506,0,0,0
0,2,4,12,67,68,130259,12,0,0
0,2,4,13,67,72,87336,12,0,0
0,2,4,11,67,84,139882,0,0,0
0,2,4,11,67,80,143853,0,0,0
0,2,4,12,67,70,161927,0,0,0
0,2,4,11,67,79,175238,0,0,0
0,2,4,11,67,68,157679,0,0,0
0,2,4,11,67,88,96844,0,0,0
0,2,4,12,67,76,123415,0,0,0
0,2,4,12,67,76,141430,0,0,0
0,2,4,12,67,72,92233,0,0,0
0,2,4,12,67,77,192859,0,0,0
0,2,4,11,67,72,105909,0,0,0
0,2,4,12,67,67,125533,0,0,0
0,2,4,11,67,72,89813,0,0,0
0,2,4,11,67,68,153831,0,0,0
0,2,4,11,67,68,102987,0,0,0
0,2,4,12,67,73,101280,0,0,0
0,2,4,12,67,80,85500,0,0,0
0,2,4,12,67,69,86612,0,0,0
0,2,4,11,67,95,130019,0,0,0
0,2,4,11,67,86,139824,0,0,0
0,2,4,12,67,81,163601,0,0,0
0,2,4,11,67,74,120606,0,0,0
0,2,4,12,67,83,140487,0,0,0
0,2,4,11,67,71,130223,0,0,0
0,2,4,12,67,78,146010,0,0,0
0,2,4,12,67,76,119381,0,0,0
0,2,4,11,67,74,82391,0,0,0
0,2,4,11,67,72,250833,0,0,0
0,2,4,11,67,78,177412,0,0,0
0,2,4,12,67,92,210684,0,0,0
0,2,4,11,67,69,105369,0,0,0
0,2,4,11,67,75,128124,0,0,0
0,2,4,11,67,74,103096,0,0,0
0,2,4,12,67,75,162018,0,0,0
0,2,4,13,67,80,169540,12,0,0
0,2,4,12,67,75,157145,0,0,0
0,2,4,12,67,73,125548,0,0,0
0,2,4,12,67,77,165769,0,0,0
0,2,4,11,67,72,171567,0,0,0
0,2,4,11,67,98,181596,0,0,0
0,2,4,12,67,80,142547,0,0,0
0,2,4,13,67,73,171856,12,0,0
0,2,4,12,67,76,114172,0,0,0
0,2,4,11,67,76,139192,0,0,0
0,2,4,11,67,78,124489,0,0,0
0,2,4,11,67,69,117644,0,0,0
0,2,4,11,67,76,156686,0,0,0
0,2,4,11,67,76,94657,0,0,0
0,2,4,12,67,73,168611,0,0,0
0,2,4,12,67,69,108994,0,0,0
0,2,4,12,67,72,157254,0,0,0
0,2,4,11,67,90,91387,0,0,0
0,2,4,12,67,76,151447,0,0,0
0,2,4,13,67,68,78240,12,0,0
0,2,4,11,67,72,122361,0,0,0
0,2,4,11,67,83,84172,0,0,0
0,2,4,12,67,76,161465,0,0,0
0,2,4,11,67,73,134791,0,0,0
0,2,4,12,67,81,121076,0,0,0
0,2,4,12,67,71,116785,0,0,0
0,2,4,11,67,74,102475,0,0,0
0,2,4,12,67,74,196168,17,0,0
0,2,4,11,67,72,220034,0,0,0
0,2,4,11,67,85,144522,0,0,0
0,2,4,12,67,71,72024,0,0,0
0,2,4,12,67,75,157359,0,0,0
0,2,4,11,67,85,142923,0,0,0
0,2,4,11,67,73,149793,0,0,0
0,2,4,12,67,71,151282,0,0,0
0,2,4,12,67,77,159469,0,0,0
0,2,4,11,67,82,150602,0,0,0
0,2,4,12,67,72,149613,0,0,0
0,2,4,13,67,70,103669,12,0,0
0,2,4,11,67,107,95684,0,0,0
0,2,4,12,67,76,135759,0,0,0
0,2,4,11,67,77,154935,0,0,0
0,2,4,11,67,77,193042,0,0,0
0,2,4,11,67,88,147337,0,0,0
0,2,4,11,67,70,101504,0,0,0
0,2,4,11,67,71,192498,0,0,0
0,2,4,11,67,87,167140,0,0,0
0,2,4,12,67,73,104923,0,0,0
0,2,4,13,67,72,69024,12,0,0
0,2,4,13,67,74,139286,38,0,0
0,2,4,11,67,77,145608,0,0,0
0,2,4,11,67,75,123659,0,0,0
0,2,4,11,67,72,134648,0,0,0
0,2,4,12,67,73,210895,0,0,0
0,2,4,11,67,71,141735,0,0,0
0,2,4,13,67,75,127407,38,0,0
0,2,4,11,67,71,47002,0,0,0
0,2,4,12,67,84,122400,0,0,0
0,2,4,11,67,73,129357,0,0,0
0,2,4,12,67,75,123445,0,0,0
0,2,4,12,67,82,123209,0,0,0
0,2,4,12,67,81,103895,0,0,0
0,2,4,11,67,74,74191,0,0,0
0,2,4,12,67,84,130132,0,0,0
0,2,4,11,67,73,116897,0,0,0
0,2,4,12,67,71,161480,0,0,0
0,2,4,11,67,77,132955,0,0,0
0,2,4,11,67,67,155392,0,0,0
0,2,4,12,67,75,298511,0,0,0
0,2,4,11,67,79,138857,0,0,0
0,2,4,12,67,70,180248,0,0,0
0,2,4,11,67,74,149426,0,0,0
0,2,4,11,67,71,115219,0,0,0
0,2,4,12,67,77,101551,0,0,0
0,2,4,12,67,74,137120,0,0,0
0,2,4,11,67,73,104606,0,0,0
0,2,4,11,67,75,85697,0,0,0
0,2,4,11,67,88,102604,0,0,0
0,2,4,12,67,69,90861,0,0,0
0,2,4,12,67,75,89037,0,0,0
0,2,4,11,67,65,160431,0,0,0
0,2,4,12,67,73,112729,0,0,0
0,2,4,11,67,69,189719,0,0,0
0,2,4,11,67,72,176145,0,0,0
0,2,4,11,67,77,107860,0,0,0
0,2,4,11,67,75,110963,0,0,0
0,2,4,11,67,73,175661,0,0,0
0,2,4,11,67,79,101348,0,0,0
0,2,4,12,67,75,213687,0,0,0
0,2,4,12,67,70,184239,0,0,0
0,2,4,12,67,77,148322,0,0,0
0,2,4,12,67,71,131369,0,0,0
0,2,4,11,67,86,162496,0,0,0
0,2,4,12,67,80,158482,0,0,0
0,2,4,11,67,76,147740,0,0,0
0,2,4,12,67,90,106596,0,0,0
0,2,4,11,67,72,174602,0,0,0
0,2,4,12,67,70,219174,0,0,0
0,2,4,12,67,72,222530,12,0,0
0,2,4,12,67,91,94218,0,0,0
0,2,4,11,67,82,153820,0,0,0
0,2,4,11,67,79,134394,0,0,0
0,2,4,11,67,76,168747,0,0,0
0,2,4,11,67,73,102314,0,0,0
0,2,4,11,67,95,34719,0,0,0
0,2,4,12,67,75,93729,0,0,0
0,2,4,11,67,75,225722,0,0,0
0,2,4,11,67,75,81277,0,0,0
0,2,4,12,67,83,114503,0,0,0
0,2,4,12,67,95,89451,0,0,0
0,2,4,12,67,100,258054,0,0,0
0,2,4,11,67,69,161214,0,0,0
0,2,4,11,67,75,139806,0,0,0
0,2,4,12,67,81,118987,0,0,0
0,2,4,11,67,73,140199,0,0,0
0,2,4,11,67,70,162397,0,0,0
0,2,4,11,67,76,152374,0,0,0
0,2,4,11,67,62,163788,0,0,0
0,2,4,11,67,79,139634,0,0,0
0,2,4,11,67,73,62044,0,0,0
0,2,4,13,67,72,147136,12,0,0
0,2,4,11,67,81,101589,0,0,0
0,2,4,12,67,69,179216,0,0,0
0,2,4,11,67,73,166888,0,0,0
0,2,4,11,67,64,179442,0,0,0
0,2,4,11,67,70,57099,0,0,0
0,2,4,11,67,82,120980,0,0,0
0,2,4,11,67,79,166178,0,0,0
0,2,4,12,67,94,133147,0,0,0
0,2,4,11,67,92,131682,0,0,0
0,2,4,11,67,78,138477,0,0,0
0,2,4,11,67,81,145486,0,0,0
0,2,4,11,67,78,176552,0,0,0
0,2,4,11,67,72,145807,0,0,0
0,2,4,11,67,80,57492,0,0,0
0,2,4,11,67,76,154444,0,0,0
0,2,4,11,67,69,134698,0,0,0
0,2,4,12,67,83,107531,0,0,0
0,2,4,11,67,86,114991,0,0,0
0,2,4,12,67,92,101912,0,0,0
0,2,4,11,67,82,138097,0,0,0
0,2,4,12,67,81,105335,0,0,0
0,2,4,11,67,99,126935,0,0,0
0,2,4,12,67,78,79495,0,0,0
0,2,4,11,67,83,164501,0,0,0
0,2,4,13,67,74,136176,12,0,0
0,2,4,11,67,81,104542,0,0,0
0,2,4,11,67,70,36310,0,0,0
0,2,4,12,67,79,144029,0,0,0
0,2,4,13,67,72,107377,12,0,0
0,2,4,11,67,87,138501,0,0,0
0,2,4,11,67,71,149372,0,0,0
0,2,4,11,67,78,83911,0,0,0
0,2,4,11,67,91,141079,0,0,0
0,2,4,12,67,72,134144,0,0,0
0,2,4,12,67,74,111081,0,0,0
0,2,4,11,67,106,158917,0,0,0
0,2,4,12,67,86,187496,0,0,0
0,2,4,12,67,86,87581,0,0,0
0,2,4,11,67,70,143870,0,0,0
0,2,4,11,67,76,185575,0,0,0
0,2,4,12,67,79,82609,0,0,0
0,2,4,11,67,70,234790,0,0,0
0,2,4,11,67,69,109881,0,0,0
0,2,4,11,67,70,146256,0,0,0
0,2,4,11,67,72,264980,0,0,0
0,2,4,11,67,80,123753,0,0,0
0,2,4,12,67,72,123462,0,0,0
0,2,4,11,67,82,87069,0,0,0
0,2,4,11,67,77,115477,0,0,0
0,2,4,13,67,71,197059,12,0,0
0,2,4,12,67,77,141857,0,0,0
0,2,4,12,67,74,130329,12,0,0
0,2,4,13,67,70,105550,12,0,0
0,2,4,11,67,77,293293,0,0,0
0,2,4,11,67,72,131129,0,0,0
0,2,4,11,67,75,159604,0,0,0
0,2,4,11,67,73,196050,0,0,0
0,2,4,11,67,71,117059,0,0,0
0,2,4,12,67,90,155653,0,0,0
0,2,4,13,67,75,99612,12,0,0
0,2,4,12,67,80,87320,0,0,0
0,2,4,11,67,80,105723,0,0,0
0,2,4,11,67,80,162113,0,0,0
0,2,4,12,67,84,108568,0,0,0
0,2,4,12,67,75,123029,0,0,0
0,2,4,11,67,79,129932,0,0,0
0,2,4,11,67,73,110441,0,0,0
0,2,4,11,67,74,167831,0,0,0
0,2,4,11,67,72,89700,0,0,0
0,2,4,12,67,93,192929,0,0,0
0,2,4,11,67,70,143844,0,0,0
0,2,4,12,67,71,173027,0,0,0
0,2,4,11,67,74,81652,0,0,0
0,2,4,11,67,83,155574,0,0,0
0,2,4,11,67,76,174003,0,0,0
0,2,4,11,67,81,105151,0,0,0
0,2,4,11,67,77,149762,0,0,0
0,2,4,11,67,80,131030,0,0,0
0,2,4,11,67,70,105517,0,0,0
0,2,4,12,67,98,110736,0,0,0
0,2,4,11,67,74,109276,0,0,0
0,2,4,11,67,72,156026,0,0,0
0,2,4,11,67,78,133423,0,0,0
0,2,4,11,67,74,159077,0,0,0
0,2,4,12,67,87,97776,0,0,0
0,2,4,11,67,65,200133,0,0,0
0,2,4,12,67,72,107485,0,0,0
0,2,4,12,67,84,111574,0,0,0
0,2,4,11,67,80,31416,0,0,0
0,2,4,11,67,88,149236,0,0,0
0,2,4,11,67,78,142821,0,0,0
0,2,4,12,67,73,122414,0,0,0
0,2,4,11,67,82,139672,0,0,0
0,2,4,12,67,71,124487,0,0,0
0,2,4,12,67,81,112048,0,0,0
0,2,4,11,67,76,174169,0,0,0
0,2,4,11,67,77,114666,0,0,0
0,2,4,12,67,80,231597,0,0,0
0,2,4,12,67,77,113879,0,0,0
0,2,4,11,67,75,158449,0,0,0
0,2,4,12,67,70,75096,0,0,0
0,2,4,11,67,71,129603,0,0,0
0,2,4,11,67,79,138915,0,0,0
0,2,4,11,67,71,164575,0,0,0
0,2,4,12,67,70,97609,0,0,0
0,2,4,11,67,89,157223,0,0,0
0,2,4,12,67,76,118116,0,0,0
0,2,4,11,67,78,108140,0,0,0
0,2,4,11,67,78,145154,0,0,0
0,2,4,11,67,71,112577,0,0,0
0,2,4,12,67,77,222674,0,0,0
0,2,4,11,67,76,162512,0,0,0
0,2,4,11,67,68,122997,0,0,0
0,2,4,11,67,80,128572,0,0,0
0,2,4,11,67,74,101749,0,0,0
0,2,4,11,67,81,75400,0,0,0
0,2,4,11,67,78,210361,0,0,0
0,2,4,13,67,91,107268,12,0,0
0,2,4,11,67,74,133747,0,0,0
0,2,4,11,67,83,126459,0,0,0
0,2,4,11,67,81,182320,0,0,0
0,2,4,11,67,79,115218,0,0,0
0,2,4,11,67,86,133523,0,0,0
0,2,4,11,67,76,111908,0,0,0
0,2,4,12,67,71,182514,0,0,0
0,2,4,12,67,75,135286,0,0,0
0,2,4,11,67,83,122169,0,0,0
0,2,4,11,67,76,122493,0,0,0
0,2,4,11,67,80,80220,0,0,0
0,2,4,12,67,70,148718,0,0,0
0,2,4,13,67,75,128572,12,0,0
0,2,4,12,67,71,128999,0,0,0
0,2,4,11,67,72,197600,0,0,0
0,2,4,12,67,70,80431,0,0,0
0,2,4,11,67,72,38359,0,0,0
0,2,4,12,67,67,118652,0,0,0
0,2,4,11,67,75,206146,0,0,0
0,2,4,12,67,90,196062,0,0,0
0,2,4,11,67,91,92902,0,0,0
0,2,4,11,67,72,165285,0,0,0
0,2,4,11,67,72,100259,0,0,0
0,2,4,11,67,77,132527,0,0,0
0,2,4,11,67,74,137051,0,0,0
0,2,4,11,67,78,115790,0,0,0
0,2,4,12,67,70,136174,0,0,0
0,2,4,11,67,75,169965,0,0,0
0,2,4,13,67,74,171362,12,0,0
0,2,4,11,67,73,136620,0,0,0
0,2,4,11,67,91,26421,0,0,0
0,2,4,11,67,80,90598,0,0,0
0,2,4,11,67,70,96694,0,0,0
0,2,4,13,67,85,153044,12,0,0
0,2,4,11,67,70,224736,0,0,0
0,2,4,11,67,75,138273,0,0,0
0,2,4,11,67,76,128148,0,0,0
0,2,4,11,67,73,122639,0,0,0
0,2,4,12,67,73,114374,0,0,0
0,2,4,11,67,69,145021,0,0,0
0,2,4,12,67,73,116143,0,0,0
0,2,4,12,67,79,92018,0,0,0
0,2,4,11,67,76,148537,0,0,0
0,2,4,11,67,84,107121,0,0,0
0,2,4,11,67,81,142566,0,0,0
0,2,4,11,67,74,60810,0,0,0
0,2,4,12,67,77,86944,0,0,0
0,2,4,12,67,82,158082,0,0,0
0,2,4,11,67,76,149229,0,0,0
0,2,4,12,67,77,136399,0,0,0
0,2,4,11,67,68,60032,0,0,0
0,2,4,12,67,72,116067,0,0,0
0,2,4,12,67,76,89175,0,0,0
0,2,4,11,67,67,83543,0,0,0
0,2,4,11,67,71,160869,0,0,0
0,2,4,11,67,82,114142,0,0,0
0,2,4,11,67,81,85999,0,0,0
0,2,4,12,67,73,143234,0,0,0
0,2,4,11,67,82,104744,0,0,0
0,2,4,12,67,72,159163,0,0,0
0,2,4,12,67,87,131394,0,0,0
0,2,4,11,67,74,31491,0,0,0
0,2,4,12,67,76,140446,0,0,0
0,2,4,11,67,74,110312,0,0,0
0,2,4,11,67,83,183829,0,0,0
0,2,4,11,67,70,222831,0,0,0
0,2,4,11,67,82,109997,0,0,0
0,2,4,11,67,79,177931,0,0,0
0,2,4,12,67,68,143914,0,0,0
0,2,4,11,67,70,175483,0,0,0
0,2,4,11,67,85,126349,0,0,0
0,2,4,11,67,71,31407,0,0,0
0,2,4,12,67,69,79523,0,0,0
0,2,4,12,67,67,152955,0,0,0
0,2,4,11,67,94,145784,0,0,0
0,2,4,11,67,73,99826,0,0,0
0,2,4,11,67,72,56537,0,0,0
0,2,4,11,67,79,81868,0,0,0
0,2,4,12,67,76,113872,0,0,0
0,2,4,11,67,70,106303,0,0,0
0,2,4,11,67,73,163716,0,0,0
